"","Name","Birthday","ContractDate","AgeAtSigning","ContractLength","AAV","SalaryCap","pctCap","TOI","Goals60","Assists60","Points60","PlusMinus60","PenaltyMinutes60","EvenStrGoals60","EvenStrPoints60","ppGoals60","ppPoints60","shGoals60","shPoints60","GameWinningGoals60","Shots60","COLA","fBracket","fRate","fMarginal","sBracket","sRate","sMarginal","Local","contractSeason","prevSeason","pyTOI","pyGoals60","pyAssists60","pyPoints60","pyPlusMinus60","pyPenaltyMinutes60","pyEvenStrGoals60","pyEvenStrPoints60","pyppGoals60","pyppPoints60","pyshGoals60","pyshPoints60","pyGameWinningGoals60","pyShots60","GoalsChange","AssistsChange","PointsChange","PlusMinusChange","PenaltyMinutesChange","EvenStrGoalsChange","EvenStrPointsChange","ppGoalsChange","ppPointsChange","shGoalsChange","shPointsChange","GameWinningGoalsChange","ShotsChange","TOIChange","fTaxes","sTaxes","lTaxes","Escrow","Agent","netIncome","LANI","Country.Austria","Country.Belarus","Country.Belgium","Country.Canada","Country.Czech Republic","Country.Denmark","Country.Estonia","Country.Finland","Country.France","Country.Germany","Country.Italy","Country.Kazakhstan","Country.Latvia","Country.Netherlands","Country.Norway","Country.Russia","Country.Slovakia","Country.Slovenia","Country.Sweden","Country.Switzerland","Country.Ukraine","Country.United Kingdom","Country.United States","Team.ANA","Team.ARI","Team.ATL","Team.BOS","Team.BUF","Team.CAR","Team.CBJ","Team.CGY","Team.CHI","Team.COL","Team.DAL","Team.DET","Team.EDM","Team.FLA","Team.LAK","Team.MIN","Team.MTL","Team.NJD","Team.NSH","Team.NYI","Team.NYR","Team.OTT","Team.PHI","Team.PHX","Team.PIT","Team.SJS","Team.STL","Team.TBL","Team.TOR","Team.VAN","Team.VGK","Team.WPG","Team.WSH","Handed.L","Handed.R","Position.C","Position.L","Position.R"
"1507","Casey Cizikas",1991-02-27,2016-06-02,25,5,3350000,71400000,0.0469187675070028,1014.66666666667,0.473061760840999,1.24178712220762,1.71484888304862,0.236530880420499,1.83311432325887,0.413929040735874,1.53745072273325,0,0,0.0591327201051248,0.177398160315375,0.236530880420499,4.96714848883049,1.51,622050,0.37,167307.5,2155350,0.0882,145133.21,0.03876,2016,2015,876.166666666667,0.616321095681948,0.616321095681948,1.2326421913639,-0.136960243484877,1.64352292181853,0.479360852197071,1.02720182613658,0,0.0684801217424386,0.136960243484877,0.136960243484877,0.136960243484877,6.16321095681948,-0.232442692363849,1.0148379325449,0.391197620090524,-2.72700394218134,0.115356712658782,-0.13649802890933,0.496736749890495,0,-1,-0.568249014454665,0.295252956636005,0.72700394218134,-0.194064826982041,0.158074947688796,1176649,250501.34,129846,452250,134000,1206753.66,799174.609271523,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"1532","John Tavares",1990-09-20,2018-07-01,27,7,11000000,75000000,0.146666666666667,1634.53333333333,1.3581858226609,1.72526307202871,3.08344889468962,-0.440492699241374,0.95440084835631,0.844277673545966,1.87209397177584,0.440492699241374,1.10123174810343,0.0734154498735623,0.110123174810343,0.110123174810343,9.43388530875275,1.51,622050,0.37,167307.5,2155350,0.0882,145133.21,0.03876,2018,2017,1572.08333333333,1.06864564007421,1.45030479724357,2.51895043731778,0.152663662867744,1.45030479724357,0.763318314338722,1.75563212297906,0.267161410018553,0.68698648290485,0.0381659157169361,0.0763318314338722,0.114497747150808,9.92313808640339,0.270941247246921,0.189586544364828,0.224100660739049,-3.8853801288849,-0.34193084779818,0.106062382739212,0.0663361345878982,0.648788645077087,0.602988960491612,0.923586752589934,0.442690064442451,-0.0382066237050329,-0.0493042395853594,0.0397243572753776,4007149,925231.34,426360,1485000,440000,3716259.66,2461099.11258278,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"1535","Pavel Buchnevich",1995-04-17,2019-07-26,24,2,3250000,79500000,0.0408805031446541,970.666666666667,1.29807692307692,1.05082417582418,2.3489010989011,-0.618131868131868,0.803571428571429,0.865384615384615,1.60714285714286,0.432692307692308,0.741758241758242,0,0,0.0618131868131868,7.35576923076923,1.51,622050,0.37,167307.5,2155350,0.0882,145133.21,0.03876,2019,2018,1111.23333333333,0.755916849146594,1.56582775894652,2.32174460809311,-0.161982181959984,1.07988121306656,0.485946545879953,1.40384557698653,0.269970303266641,0.917899031106578,0,0,0.215976242613313,7.34319224885263,0.717221840659341,-0.328901809397499,0.0116965882954255,2.81604853479854,-0.255870535714286,0.78082264957265,0.144814560439561,0.602740384615385,-0.191895604395604,0,0,-0.71379635989011,0.00171274038461545,-0.126496085430603,1139649,241681.34,125970,438750,130000,1173949.66,777450.105960265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"1544","Jimmy Vesey",1993-05-26,2018-07-17,25,2,2275000,75000000,0.0303333333333333,1132.33333333333,0.900794818957904,0.582867235796291,1.48366205475419,-0.95378274948484,1.05975861053871,0.847806888430968,1.32469826317339,0.0529879305269355,0.158963791580807,0,0,0.211951722107742,7.20635855166323,1.51,622050,0.37,167307.5,2155350,0.0882,145133.21,0.03876,2018,2017,1090.66666666667,0.880195599022005,0.605134474327628,1.48533007334963,-0.715158924205379,1.43031784841076,0.605134474327628,1.04523227383863,0.275061124694377,0.440097799511002,0,0,0.330073349633252,6.38141809290954,0.0234030026493963,-0.0367971739770389,-0.0011229952354478,0.333665451416408,-0.259074749213107,0.401022292397034,0.267372139503896,-0.807359434795408,-0.63879894024139,0,0,-0.357864782651359,0.129272278785541,0.0382029339853304,778899,155686.34,88179,307125,91000,854110.66,565636.198675497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"1556","Jesper Fast",1991-12-02,2017-07-05,25,3,1850000,73000000,0.0253424657534247,938.4,0.383631713554987,0.959079283887468,1.34271099744246,0.383631713554987,1.0230179028133,0.383631713554987,1.34271099744246,0,0,0,0,0.0639386189258312,3.58056265984655,1.51,622050,0.37,167307.5,2155350,0.0882,145133.21,0.03876,2017,2016,1179.73333333333,0.508589511754069,1.01717902350814,1.52576853526221,0.457730560578662,0.915461121157324,0.508589511754069,1.52576853526221,0,0,0,0,0.152576853526221,3.81442133815552,-0.245694799658994,-0.0571184995737425,-0.119977266268826,-0.161883110732216,0.117489185690379,-0.245694799658994,-0.119977266268826,0,0,0,0,-0.580941555366108,-0.0613090840200815,-0.204566003616636,621649,118201.34,71706,249750,74000,714693.66,473307.059602649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1562","Chris Kreider",1991-04-30,2016-07-22,25,4,4625000,71400000,0.0647759103641457,1260.05,0.999960319034959,1.04757747708424,2.0475377961192,0.476171580492838,2.76179516685846,0.76187452878854,1.66660053172493,0.238085790246419,0.38093726439427,0,0,0.142851474147851,7.52351097178683,1.51,622050,0.37,167307.5,2155350,0.0882,145133.21,0.03876,2016,2015,1257.33333333333,1.00212089077413,1.19300106044539,2.19512195121951,1.14528101802757,4.19936373276776,0.668080593849417,1.81336161187699,0.334040296924708,0.381760339342524,0,0,0.238600212089077,8.58960763520679,-0.00215599910056498,-0.121897279208497,-0.0672327817679192,-0.584231666291902,-0.342330090316281,0.140393143885069,-0.0809331570663096,-0.287254285071832,-0.00215599910056478,0,0,-0.401293599460339,-0.124114710321607,0.00216065747614,1648399,362956.34,179265,624375,185000,1625004.66,1076162.02649007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"1580","Derek Stepan",1990-06-18,2015-07-27,25,6,6500000,69000000,0.0942028985507246,1236.46666666667,0.776405887744649,1.89248935137758,2.66889523912223,1.26165956758505,1.06755809564889,0.533779047824446,1.94101471936162,0.145576103952122,0.485253679840405,0.0970507359680811,0.242626839920203,0.145576103952122,7.52143203752628,1.51,622050,0.37,167307.5,2155350,0.0882,145133.21,0.03876,2015,2014,1480.1,0.689142625498277,1.62151205999595,2.31065468549422,0.486453617998784,0.729680426998176,0.486453617998784,1.45936085399635,0.202689007499493,0.729680426998176,0,0.121613404499696,0.0810756029997973,8.06702249847983,0.126625837696916,0.167113953739149,0.155038550709009,1.59358656386478,0.463048830898079,0.0972866231735594,0.330044391725526,-0.281776028468216,-0.334977804137237,0,0.99506658758829,0.79555992882946,-0.0676321977602467,-0.164605995090422,2342149,528331.34,251940,877500,260000,2240079.66,1483496.46357616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"1582","Vladislav Namestnikov",1992-11-22,2018-07-01,25,2,4000000,75000000,0.0533333333333333,1383.75,0.953929539295393,1.12737127371274,2.08130081300813,0.260162601626016,1.95121951219512,0.563685636856369,1.38753387533875,0.390243902439024,0.693766937669377,0,0,0.0867208672086721,6.72086720867209,1.51,622050,0.37,167307.5,2155350,0.0882,145133.21,0.03876,2018,2017,1093.96666666667,0.548462780706298,0.987233005271337,1.53569578597764,-0.219385112282519,1.70023462018952,0.383923946494409,1.15177183948323,0.164538834211889,0.329077668423779,0,0.0548462780706298,0,6.2524757000518,0.739278530563083,0.141950550369702,0.355281971867338,-2.18587172538392,0.147617798758633,0.468222136189616,0.2046950861043,1.37174345076784,1.10821640068253,0,-1,0,0.0749129674532612,0.2648922880039,1417149,307831.34,155040,540000,160000,1419979.66,940383.880794702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"1601","Brendan Lemieux",1996-03-15,2019-09-12,23,1,925000,79500000,0.0116352201257862,570.15,1.26282557221784,0.526177321757432,1.78900289397527,0.631412786108919,11.3654301499605,1.26282557221784,1.78900289397527,0,0,0,0,0.105235464351486,7.05077611154959,1.51,622050,0.37,167307.5,2155350,0.0882,145133.21,0.03876,2019,2018,71.4,0.840336134453781,0,0.840336134453781,1.68067226890756,17.6470588235294,0.840336134453781,0.840336134453781,0,0,0,0,0,5.04201680672269,0.502762430939226,0,1.12891344383057,-0.624309392265193,-0.355958958168903,0.502762430939226,1.12891344383057,0,0,0,0,0,0.398403928790669,6.98529411764706,279399,36616.34,35853,124875,37000,411256.66,272355.40397351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"1606","Mika Zibanejad",1993-04-18,2017-07-25,24,5,5350000,73000000,0.0732876712328767,955.733333333333,0.87890625,1.44391741071429,2.32282366071429,0.565011160714286,1.00446428571429,0.627790178571428,1.63225446428571,0.251116071428571,0.690569196428571,0,0,0.125558035714286,7.470703125,1.51,622050,0.37,167307.5,2155350,0.0882,145133.21,0.03876,2017,2016,1439.1,0.875547217010632,1.25078173858662,2.12632895559725,-0.0833854492391078,0.75046904315197,0.708776318532416,1.58432353554305,0.0833854492391078,0.458619970815093,0.0833854492391078,0.0833854492391078,0.291849072336877,7.67146132999792,0.00383649553571415,0.154411969866071,0.092410303965336,-7.77589634486607,0.338448660714286,-0.114261915703782,0.0302532454182331,2.01150948660714,0.505754743303571,-1,-1,-0.569784359056123,-0.026169486667799,-0.335881222060084,1916649,426901.34,207366,722250,214000,1862833.66,1233664.67549669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"1625","Mark Stone",1992-05-13,2019-03-08,27,8,9500000,75000000,0.126666666666667,1198.66666666667,1.00111234705228,2.10233592880979,3.10344827586207,0.450500556173526,0.50055617352614,0.901001112347052,2.45272525027809,0.050055617352614,0.550611790878754,0.050055617352614,0.100111234705228,0.150166852057842,6.60734149054505,0.57,214368,0.33,49644.31,220000,0.1316,21619.07,0,2018,2017,1318.23333333333,1.0013401775103,1.45649480365135,2.45783498116166,0.546185551369257,1.13788656535262,0.728247401825676,1.82061850456419,0.273092775684628,0.637216476597466,0,0,0.227577313070524,6.09907199029003,-0.00022752553342097,0.443421510011123,0.262675606641124,-0.175187708565072,-0.560100111234705,0.237218437152391,0.347193409343715,-0.816708379681127,-0.135910932782457,0,0,-0.340150166852058,0.083335546959308,-0.0907022024426631,3113902.87,1242867.07,0,1282500,380000,3480730.06,6106543.96491228,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1630","Kyle Turris",1989-08-14,2017-11-05,28,6,6000000,73000000,0.0821917808219178,1521,1.06508875739645,1.10453648915187,2.16962524654832,-0.118343195266272,1.85404339250493,0.828402366863905,1.49901380670611,0.236686390532544,0.670611439842209,0,0,0.236686390532544,7.29783037475345,0.57,214368,0.33,49644.31,220000,0.1316,21619.07,0,2017,2016,1122.9,0.694629975955116,0.908362276248998,1.60299225220411,-0.801496126102057,1.70985840235106,0.534330750734705,1.12209457654288,0.160299225220411,0.427464600587764,0,0.0534330750734705,0.106866150146941,6.5188351589634,0.533318161128812,0.215964729086901,0.353484549638396,-0.852347140039448,0.0843256903353056,0.550355029585799,0.33590682821452,0.476528599605523,0.568811637080868,0,-1,1.21479289940828,0.119499143143531,0.354528453112477,1958902.87,782267.07,0,810000,240000,2208830.06,3875140.45614035,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"1647","Bobby Ryan",1987-03-17,2014-10-02,28,7,7250000,64300000,0.112752721617418,1180.66666666667,1.16883116883117,1.27046866177301,2.43929983060418,0.355731225296443,2.28684359119142,0.863918690005646,1.98193111236589,0.304912478825522,0.457368718238283,0,0,0.101637492941841,9.65556182947487,0.57,214368,0.33,49644.31,220000,0.1316,21619.07,0,2014,2013,762.833333333333,0.865195542932052,1.49442866506445,2.3596242079965,0.23596242079965,1.33712038453135,0.707887262398951,1.8876993663972,0.1573082805331,0.471924841599301,0,0,0.0786541402665502,7.94406816692157,0.350944510035419,-0.149863294600137,0.0337662337662336,0.507575757575758,0.710275019098548,0.22041847041847,0.0499188311688311,0.938311688311688,-0.030844155844156,0,0,0.292207792207792,0.215442972868715,0.547738693467337,2371402.87,946767.07,0,978750,290000,2663080.06,4672070.28070175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1650","Anthony Duclair",1995-08-26,2019-06-17,23,1,1650000,79500000,0.0207547169811321,939.8,1.21302404766972,0.893807193019792,2.10683124068951,-0.12768674185997,0.893807193019792,0.766120451159821,1.59608427324963,0.446903596509896,0.510746967439881,0,0,0.191530112789955,8.42732496275803,0.57,214368,0.33,49644.31,220000,0.1316,21619.07,0,2019,2018,743.866666666667,0.887255780605843,0.967915397024556,1.8551711776304,-0.403298082093565,1.29055386269941,0.645276931349704,1.61319232837426,0.241978849256139,0.241978849256139,0,0,0.161319232837426,7.82398279261516,0.367163871100879,-0.0765647537301079,0.135653284232538,-0.683393629850323,-0.307423565297581,0.18727388806129,-0.0106050932822585,0.846870492539784,1.11070913433118,0,0,0.18727388806129,0.0771144551483865,0.263398458505108,523402.87,209807.07,0,222750,66000,628040.06,1101824.66666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"1652","Brian Gibbons",1988-02-26,2019-07-04,31,1,725000,79500000,0.00911949685534591,698.666666666667,0.687022900763359,0.944656488549618,1.63167938931298,-0.429389312977099,1.7175572519084,0.687022900763359,1.63167938931298,0,0,0,0,0,4.29389312977099,0.57,214368,0.33,49644.31,220000,0.1316,21619.07,0,2019,2018,851.566666666667,0.845500450150703,0.986417191842486,1.83191764199319,0.704583708458919,1.40916741691784,0.634125337613027,1.47962578776373,0,0,0.211375112537676,0.352291854229459,0.211375112537676,5.07300270090422,-0.187436386768448,-0.0423357415485275,-0.109305270111568,-1.60942270992366,0.218845419847328,0.083418150975403,0.102764903671392,0,0,-1,-1,-1,-0.153579569550466,-0.179551415038948,218152.87,88077.07,0,97875,29000,291895.06,512096.596491228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"1657","Jean-Gabriel Pageau",1992-11-11,2017-07-17,24,3,3100000,73000000,0.0424657534246575,1322.93333333333,0.544245111872606,0.952428945777061,1.49667405764967,0.589598871195324,1.08849022374521,0.544245111872606,1.40596653900423,0,0,0,0.0907075186454344,0.0907075186454344,7.66478532553921,0.57,214368,0.33,49644.31,220000,0.1316,21619.07,0,2017,2016,1369.4,0.832481378706003,1.0515554257339,1.8840368044399,0.744851759894845,1.13918504454506,0.48196290346137,1.40207390097853,0.0438148094055791,0.0876296188111582,0.306703665839054,0.394333284650212,0.0876296188111582,5.82736965094202,-0.346237494562853,-0.0942665289256201,-0.205602536997886,-0.208434613514828,-0.0445009535918628,0.129226145755071,0.00277634297520646,-1,-1,-1,-0.769972451790634,0.0351239669421486,0.315307897843783,-0.0339321357285428,1001902.87,400627.07,0,418500,124000,1154970.06,2026263.26315789,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"1660","Mike Hoffman",1989-11-24,2016-07-27,26,4,5187500,71400000,0.0726540616246499,1368.9,1.27109357878589,1.31492439184747,2.58601797063336,0.0438308130615823,0.788954635108481,0.876616261231646,2.01621740083279,0.394477317554241,0.56980056980057,0,0,0.131492439184747,10.6070567609029,0.57,214368,0.33,49644.31,220000,0.1316,21619.07,0,2016,2015,1149.45,1.40936969855148,1.09617643220671,2.50554613075819,0.835182043586063,0.730784288137805,1.35717082082735,2.3489494975858,0.0521988777241289,0.156596633172387,0,0,0.208795510896516,10.3875766671017,-0.0981120283114586,0.199555430324661,0.0321174848418438,-0.947519449923296,0.0795998872921949,-0.35408553751749,-0.141651447634354,6.55719921104536,2.63865147198481,0,0,-0.370233399079553,0.0211290949597869,0.190917395276002,1690777.87,675342.07,0,700312.5,207500,1913567.56,3357136.07017544,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"1669","Clarke MacArthur",1985-04-06,2014-08-19,30,5,4650000,64300000,0.0723172628304821,1393.03333333333,1.03371539326649,1.33521571630255,2.36893110956905,0.516857696633246,3.3595750281161,0.646072120791558,1.59364456461918,0.344571797755498,0.646072120791558,0.0430714747194372,0.129214424158312,0.215357373597186,6.84836448039052,0.57,214368,0.33,49644.31,220000,0.1316,21619.07,0,2014,2013,596.666666666667,0.804469273743017,1.20670391061453,2.01117318435754,0.301675977653631,2.6145251396648,0.603351955307263,1.60893854748603,0.201117318435754,0.402234636871508,0,0,0.100558659217877,6.23463687150838,0.28496566246321,0.106498209343319,0.177885190591276,0.713287549950946,0.28496566246321,0.0708047187193416,-0.00950563518460918,0.713287549950946,0.606207078079012,0,0,1.14160943743868,0.0984383888798406,1.33469273743017,1513402.87,604607.07,0,627750,186000,1718240.06,3014456.24561404,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"1685","Zack Smith",1988-04-05,2017-01-23,29,4,3250000,71400000,0.0455182072829132,1247.4,1.2025012025012,0.529100529100529,1.73160173160173,0.76960076960077,3.84800384800385,0.76960076960077,1.2025012025012,0.192400192400192,0.24050024050024,0.24050024050024,0.288600288600289,0.192400192400192,5.82010582010582,0.57,214368,0.33,49644.31,220000,0.1316,21619.07,0,2016,2015,445.233333333333,0.269521599161488,0.134760799580744,0.404282398742232,-1.07808639664595,2.4256943924534,0.269521599161488,0.404282398742232,0,0,0,0,0,5.12091038406828,3.46161348939127,2.92621987066431,3.28314894981562,-1.7138581583026,0.586351462894673,1.85543263321041,1.97440899292751,0,0,0,0,0,0.136537330981775,1.80167702328367,1051402.87,420367.07,0,438750,130000,1209480.06,2121894.84210526,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"1702","Colin White",1997-01-30,2019-08-21,22,6,4750000,79500000,0.059748427672956,1150.2,0.730307772561294,1.40845070422535,2.13875847678665,-1.25195618153365,1.25195618153365,0.469483568075117,1.72143974960876,0.260824204486176,0.417318727177882,0,0,0.104329681794471,6.41627543035994,0.57,214368,0.33,49644.31,220000,0.1316,21619.07,0,2019,2018,280.35,0.428036383092563,0.856072766185126,1.28410914927769,0.214018191546281,1.71214553237025,0.428036383092563,1.28410914927769,0,0,0,0,0.214018191546281,5.13643659711076,0.706181533646322,0.645246478873239,0.6655581637976,-6.84976525821596,-0.268779342723005,0.0968309859154928,0.340571205007825,0,0,0,0,-0.512519561815337,0.2491686228482,3.10272873194222,1546402.87,617767.07,0,641250,190000,1754580.06,3078210.63157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"1707","Travis Konecny",1997-03-11,2019-09-16,22,6,5500000,79500000,0.0691823899371069,1251.86666666667,1.15028224518053,1.19821067206305,2.34849291724358,-0.191713707530088,1.91713707530088,0.958568537650442,1.96506550218341,0.191713707530088,0.383427415060177,0,0,0.143785280647566,8.72297369261902,0.74,622050,0.37,167307.5,0,0.0307,0,0.038809,2019,2018,1206.9,1.19313944817301,1.14342530449913,2.33656475267213,0.845140442455879,2.28685060899826,1.14342530449913,2.18742232165051,0.0497141436738752,0.149142431021626,0,0,0.298284862043251,8.79940343027591,-0.0359196932580679,0.0479133768934042,0.00510500064584407,-1.22684242511575,-0.161669298485277,-0.161669298485277,-0.101652441445018,2.85632122696773,1.57088081797849,0,0,-0.517959846629034,-0.00868578628795687,0.0372579887866987,1972149,168850,213449.5,742500,220000,2183051.5,2950069.59459459,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1711","Claude Giroux",1988-01-12,2013-07-04,25,8,8275000,60000000,0.137916666666667,1016,0.767716535433071,2.06692913385827,2.83464566929134,-0.413385826771654,1.2992125984252,0.354330708661417,1.53543307086614,0.354330708661417,1.24015748031496,0.0590551181102362,0.0590551181102362,0.118110236220472,8.09055118110236,0.74,622050,0.37,167307.5,0,0.0307,0,0.038809,2013,2012,1659.35,1.01244463193419,2.35031789556151,3.36276252749571,0.216952421128755,1.04860336878898,0.795492210805436,1.916413053304,0.216952421128755,1.37403200048212,0,0.0723174737095851,0.180793684273963,8.75041431885979,-0.241719980314961,-0.120574651726226,-0.157048514097028,-2.90542158792651,0.238993347814282,-0.554576771653543,-0.198798469766751,0.633218503937008,-0.0974318794032325,0,-0.183390748031496,-0.346712598425197,-0.0754093593414459,-0.387712055925513,2998899,254042.5,321144.475,1117125,331000,3252789.025,4395660.8445946,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"1719","Brayden Schenn",1991-08-22,2016-07-25,24,4,5125000,71400000,0.0717787114845938,1352,1.15384615384615,1.46449704142012,2.61834319526627,0.133136094674556,1.46449704142012,0.665680473372781,1.64201183431953,0.488165680473373,0.976331360946746,0,0,0.22189349112426,7.89940828402367,0.74,622050,0.37,167307.5,0,0.0307,0,0.038809,2016,2015,1400.83333333333,0.770969660916121,1.24211778703153,2.01308744794765,-0.214158239143367,1.4562760261749,0.471148126115408,1.19928613920286,0.299821534800714,0.813801308744795,0,0,0.25698988697204,6.68173706127305,0.496616809116809,0.179032340338706,0.300660434764363,-1.62167159763314,0.00564523146536721,0.412889994620764,0.369157685263454,0.628187517610594,0.199717118239385,0,0,-0.136567225509533,0.182238721994639,-0.0348602022605591,1833399,157337.5,198896.125,691875,205000,2038492.375,2754719.42567568,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
