PLAYER,TEAM,AGE,DATE OF BIRTH,COUNTRY,POS,HANDED,SLIDE CAND.,WAIVERS EXEMPT,ARB. ELIG,GP,G,A,P,P/GP,+/-,Sh,Sh%,TOI,W,L,SO,GAA,Sv%,TYPE,EXTENSION,SIGNING DATE,SIGNING AGE,ARB. ELIG,ARB. REQ,CLAUSE,LENGTH,SIGNING,EXPIRY,EXP. YEAR,CAP HIT,CAP HIT %,AAV,SALARY,BASE SALARY,MINORS,S.BONUS,P.BONUS
780. Robert Hägg,PHI,24,"Feb 8, 1995",Sweden,D,Left,,,✔,26,1,4,5,0.19,3,21,0.05,15:13,-,-,-,-,-,Standard (1-way),,"Aug 1, 2018",23,,,,2,RFA,RFA,2020,"$1,150,000",1.40%,"$1,150,000","$1,300,000","$1,300,000","$1,300,000",$0,$0
781. Isac Lundeström,ANA,19,"Nov 6, 1999",Sweden,"C, LW",Left,,✓,,14,0,4,4,0.29,-2,8,0,13:52,-,-,-,-,-,Entry-Level,,"Aug 4, 2018",18,,,,3,ELC,RFA,2021,"$925,000",1.20%,"$925,000","$925,000","$832,500","$70,000","$92,500",$0
782. John Gibson,ANA,25,"Jul 14, 1993",United States,G,Left,,,,34,-,-,-,-,-,-,-,-,13,18,1,2.96,0.905,Standard (1-way),✔,"Aug 4, 2018",25,✔,,,8,RFA,UFA,2027,"$6,400,000",8.10%,"$6,400,000","$6,400,000","$6,400,000","$6,400,000",$0,$0
783. Christian Dvorak,ARI,23,"Feb 2, 1996",United States,"C, LW",Left,,,,47,11,15,26,0.55,6,88,0.13,16:20,-,-,-,-,-,Standard (1-way),✔,"Aug 9, 2018",23,,,,6,RFA,UFA,2025,"$4,450,000",5.60%,"$4,450,000","$3,250,000","$2,950,000","$3,250,000","$300,000",$0
784. Dylan Larkin,DET,22,"Jul 30, 1996",United States,"C, LW",Left,,,,45,11,18,29,0.64,-15,140,0.08,21:04,-,-,-,-,-,Standard (1-way),,"Aug 10, 2018",21,,,,5,RFA,UFA,2023,"$6,100,000",7.70%,"$6,100,000","$7,000,000","$7,000,000","$7,000,000",$0,$0
785. Kevin Rooney,NJD,26,"May 21, 1993",United States,"RW, C",Left,,,,25,1,1,2,0.08,0,21,0.05,11:25,-,-,-,-,-,Standard (1-way),,"Aug 13, 2018",25,✔,,,2,RFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$700,000",$0,$0
786. Brady Tkachuk,OTT,19,"Sep 16, 1999",United States,"LW, C",Left,,✓,,45,14,11,25,0.56,-12,161,0.09,18:17,-,-,-,-,-,Entry-Level,,"Aug 13, 2018",18,,,,3,ELC,RFA,2021,"$925,000",1.20%,"$3,425,000","$925,000","$832,500","$70,000","$92,500","$2,500,000"
787. Noah Dobson,NYI,19,"Jan 7, 2000",Canada,D,Right,,✓,,16,0,3,3,0.19,1,12,0,13:15,-,-,-,-,-,Entry-Level,,"Aug 13, 2018",18,,,,3,ELC,RFA,2022,"$894,167",1.20%,"$1,431,667","$925,000","$832,500","$70,000","$92,500","$537,500"
788. Steven Santini,NSH,24,"Mar 7, 1995",United States,D,Right,,,✔,2,0,0,0,0,1,1,0,9:33,-,-,-,-,-,Standard (1-way),,"Aug 14, 2018",23,,,,3,RFA,RFA,2021,"$1,416,667",1.80%,"$1,416,667","$1,500,000","$1,500,000","$1,500,000",$0,$0
789. Ryan Ellis,NSH,28,"Jan 3, 1991",Canada,D,Right,,,,39,6,22,28,0.72,15,90,0.07,23:23,-,-,-,-,-,Standard (1-way),✔,"Aug 14, 2018",28,,,,8,UFA,UFA,2027,"$6,250,000",7.90%,"$6,250,000","$7,700,000","$700,000","$7,700,000","$7,000,000",$0
790. Ondrej Kase,ANA,23,"Nov 8, 1995",Czech Republic,RW,Right,,,✔,39,5,12,17,0.44,-7,108,0.05,16:35,-,-,-,-,-,Standard (1-way),,"Aug 15, 2018",22,,,,3,RFA,RFA,2021,"$2,600,000",3.30%,"$2,600,000","$2,600,000","$2,600,000","$2,600,000",$0,$0
791. Ty Smith,NJD,19,"Mar 24, 2000",Canada,D,Left,✓,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Aug 20, 2018",18,,,,3,ELC,RFA,2022,"$894,167",1.20%,"$1,294,167","$925,000","$832,500","$70,000","$92,500","$400,000"
792. Drake Rymsha,LAK,20,"Aug 6, 1998",United States,C,Right,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Aug 25, 2018",19,,,,3,ELC,RFA,2021,"$733,333",0.90%,"$733,333","$750,000","$700,000","$60,000","$50,000",$0
793. Kristian Vesalainen,WPG,20,"Jun 1, 1999",Finland,"LW, RW",Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Aug 26, 2018",19,,,,3,ELC,RFA,2022,"$894,167",1.20%,"$1,460,833","$925,000","$832,500","$70,000","$92,500",$0
794. Noah Hanifin,CGY,22,"Jan 25, 1997",United States,D,Left,,,,47,4,9,13,0.28,-14,92,0.04,21:30,-,-,-,-,-,Standard (1-way),,"Aug 30, 2018",21,,,,6,RFA,UFA,2024,"$4,950,000",6.20%,"$4,950,000","$4,950,000","$4,950,000","$4,950,000",$0,$0
795. Blake Wheeler,WPG,32,"Aug 31, 1986",United States,"RW, C",Right,,,,45,14,26,40,0.89,-7,112,0.13,19:16,-,-,-,-,-,Standard (1-way),✔,"Sep 4, 2018",32,,,NMC,5,UFA,UFA,2024,"$8,250,000",10.40%,"$8,250,000","$10,000,000","$6,000,000","$10,000,000","$4,000,000",$0
796. Matt Puempel,DET,26,"Jan 24, 1993",Canada,LW,Left,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"Sep 9, 2018",25,✔,,,2,RFA,UFA,2020,"$675,000",0.80%,"$675,000","$700,000","$700,000","$375,000",$0,$0
797. Max Pacioretty,VGK,30,"Nov 20, 1988",United States,LW,Left,,,,48,20,25,45,0.94,8,203,0.1,17:59,-,-,-,-,-,Standard (1-way),✔,"Sep 10, 2018",30,,,M-NTC,4,UFA,UFA,2023,"$7,000,000",8.80%,"$7,000,000","$10,500,000","$10,500,000","$10,500,000",$0,$0
798. Jordan Schmaltz,TOR,25,"Oct 8, 1993",United States,D,Right,,,✔,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (1-way),,"Sep 12, 2018",24,✔,,,2,RFA,RFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$700,000",$0,$0
799. Benjamin Gleason,DAL,21,"Mar 25, 1998",United States,D,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Sep 13, 2018",20,,,,3,ELC,RFA,2021,"$761,666",1.00%,"$761,666","$770,000","$700,000","$70,000","$70,000",$0
800. Tyler Seguin,DAL,27,"Jan 31, 1992",Canada,"C, RW",Right,,,,45,11,24,35,0.78,3,160,0.07,19:03,-,-,-,-,-,Standard (1-way),✔,"Sep 13, 2018",27,,,NMC,8,UFA,UFA,2027,"$9,850,000",12.40%,"$9,850,000","$13,500,000","$5,000,000","$13,500,000","$8,500,000",$0
801. Joshua Morrissey,WPG,24,"Mar 28, 1995",Canada,D,Left,,,✔,43,4,21,25,0.58,-4,84,0.05,22:55,-,-,-,-,-,Standard (1-way),,"Sep 16, 2018",23,,,,2,RFA,RFA,2020,"$3,150,000",4.00%,"$3,150,000","$3,150,000","$3,150,000","$3,150,000",$0,$0
802. Darnell Nurse,EDM,24,"Feb 4, 1995",Canada,D,Left,,,✔,47,4,17,21,0.45,-4,108,0.04,22:38,-,-,-,-,-,Standard (1-way),,"Sep 17, 2018",23,,,,2,RFA,RFA,2020,"$3,200,000",4.00%,"$3,200,000","$3,200,000","$3,200,000","$3,200,000",$0,$0
803. Sam Reinhart,BUF,23,"Nov 6, 1995",Canada,"RW, C",Right,,,✔,45,15,21,36,0.8,-7,95,0.16,20:31,-,-,-,-,-,Standard (1-way),,"Sep 19, 2018",22,,,,2,RFA,RFA,2020,"$3,650,000",4.60%,"$3,650,000","$3,750,000","$3,750,000","$3,750,000",$0,$0
804. Ty Dellandrea,DAL,18,"Jul 21, 2000",Canada,C,Right,✓,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Sep 19, 2018",17,,,,3,ELC,RFA,2022,"$894,167",1.20%,"$1,431,667","$925,000","$832,500","$70,000","$92,500","$537,500"
805. Yegor Zamula,PHI,19,"Mar 30, 2000",Russia,D,Left,✓,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Sep 20, 2018",18,,,,3,ELC,RFA,2022,"$763,333",0.90%,"$793,333","$780,000","$700,000","$70,000","$80,000","$70,000"
806. Josh Brook,MTL,20,"Jun 17, 1999",Canada,D,Right,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Sep 21, 2018",19,,,,3,ELC,RFA,2022,"$795,000",1.00%,"$910,833","$792,500","$700,000","$70,000","$92,500","$182,500"
807. Joël Teasdale,MTL,20,"Mar 11, 1999",Canada,C,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Sep 21, 2018",19,,,,3,ELC,RFA,2022,"$763,333",0.90%,"$786,667","$770,000","$700,000","$70,000","$70,000","$70,000"
808. Semyon Der-Arguchintsev,TOR,18,"Sep 15, 2000",Russia,C,Right,✓,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Sep 21, 2018",17,,,,3,ELC,RFA,2022,"$783,333",1.00%,"$783,333","$800,000","$720,000","$70,000","$80,000",$0
809. Miles Wood,NJD,23,"Sep 13, 1995",United States,LW,Left,,,✔,44,6,7,13,0.3,-17,87,0.07,12:32,-,-,-,-,-,Standard (1-way),,"Sep 22, 2018",22,,,,4,RFA,RFA,2022,"$2,750,000",3.50%,"$2,750,000","$2,500,000","$2,500,000","$2,500,000",$0,$0
810. Jacob McGrew,SJS,20,"Feb 25, 1999",United States,C,Right,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Sep 22, 2018",19,,,,3,ELC,RFA,2022,"$773,333",1.00%,"$855,000","$785,000","$700,000","$70,000","$85,000","$160,000"
811. Paul Byron,MTL,30,"Apr 27, 1989",Canada,"LW, RW",Left,,,,19,1,3,4,0.21,3,11,0.09,13:43,-,-,-,-,-,Standard (1-way),✔,"Sep 23, 2018",30,,,,4,UFA,UFA,2023,"$3,400,000",4.30%,"$3,400,000","$4,000,000","$4,000,000","$4,000,000",$0,$0
812. Alexander Alexeyev,WSH,19,"Nov 15, 1999",Russia,D,Left,✓,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Sep 24, 2018",18,,,,3,ELC,RFA,2022,"$894,167",1.20%,"$894,167","$925,000","$832,500","$70,000","$92,500",$0
813. Jérémy Groleau,NJD,19,"Oct 25, 1999",Canada,D,Left,✓,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Sep 24, 2018",18,,,,3,ELC,RFA,2022,"$743,333",0.90%,"$743,333","$740,000","$700,000","$55,000","$40,000",$0
814. Ryan Haggerty,FLA,26,"Mar 4, 1993",United States,RW,Right,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"Sep 25, 2018",25,,,,2,UFA,UFA,2020,"$675,000",0.80%,"$675,000","$700,000","$700,000","$100,000",$0,$0
815. Shea Theodore,VGK,23,"Aug 3, 1995",Canada,D,Left,,,,48,6,20,26,0.54,3,136,0.04,21:45,-,-,-,-,-,Standard (1-way),,"Sep 25, 2018",22,,,,7,RFA,UFA,2025,"$5,200,000",6.50%,"$5,200,000","$5,200,000","$5,200,000","$5,200,000",$0,$0
816. Michael Prapavessis,CBJ,23,"Jan 7, 1996",Canada,D,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Sep 27, 2018",22,,,,2,ELC,RFA,2020,"$725,000",0.90%,"$725,000","$750,000","$700,000","$70,000","$50,000",$0
817. Jared McIsaac,DET,19,"Mar 27, 2000",Canada,D,Left,✓,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Sep 28, 2018",18,,,,3,ELC,RFA,2022,"$778,333",1.00%,"$910,833","$792,500","$700,000","$70,000","$92,500","$132,500"
818. Jakub Lauko,BOS,19,"Mar 28, 2000",Czech Republic,"C, LW",Left,✓,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Sep 28, 2018",18,,,,3,ELC,RFA,2022,"$786,667",1.00%,"$894,167","$792,500","$700,000","$70,000","$92,500","$132,500"
819. Riley Sutter,WSH,19,"Oct 25, 1999",Canada,RW,Right,✓,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Sep 29, 2018",18,,,,3,ELC,RFA,2022,"$786,667",1.00%,"$894,167","$792,500","$700,000","$70,000","$92,500","$132,500"
820. Cale Fleury,MTL,20,"Nov 19, 1998",Canada,D,Right,,✓,,39,1,0,1,0.03,-4,44,0.02,14:24,-,-,-,-,-,Entry-Level,,"Oct 4, 2018",19,,,,3,ELC,RFA,2021,"$771,666",1.00%,"$883,333","$792,500","$700,000","$70,000","$92,500","$132,500"
821. Barclay Goodrow,SJS,26,"Feb 26, 1993",Canada,"C, RW",Left,,,,47,7,13,20,0.43,0,66,0.11,15:26,-,-,-,-,-,Standard (1-way),✔,"Oct 4, 2018",26,✔,,,2,RFA,UFA,2021,"$925,000",1.20%,"$925,000","$1,000,000","$900,000","$1,000,000","$100,000",$0
822. Mackenzie Entwistle,CHI,19,"Jul 14, 1999",Canada,C,Right,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Oct 16, 2018",18,,,,3,ELC,RFA,2022,"$811,667",1.10%,"$894,167","$792,500","$700,000","$70,000","$92,500","$132,500"
823. Cory Conacher,TBL,29,"Dec 14, 1989",Canada,LW,Left,,,,4,0,1,1,0.25,-2,5,0,11:05,-,-,-,-,-,Standard (1-way),✔,"Oct 17, 2018",29,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$700,000",$0,$0
824. Matej Pekar,BUF,19,"Feb 10, 2000",Czech Republic,"C, RW",Left,✓,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Oct 17, 2018",18,,,,3,ELC,RFA,2022,"$778,333",1.00%,"$927,500","$792,500","$700,000","$70,000","$92,500","$182,500"
825. Nick Ritchie,ANA,23,"Dec 5, 1995",Canada,LW,Left,,,✔,27,3,7,10,0.37,-3,49,0.06,13:54,-,-,-,-,-,Standard (1-way),,"Oct 18, 2018",22,,,,3,RFA,RFA,2021,"$1,498,925",2.10%,"$1,498,925","$1,400,000","$1,400,000","$1,400,000",$0,$0
826. Alex Tuch,VGK,23,"May 10, 1996",United States,RW,Right,,,,31,6,7,13,0.42,-8,65,0.09,14:23,-,-,-,-,-,Standard (1-way),✔,"Oct 19, 2018",23,,,,7,RFA,UFA,2026,"$4,750,000",6.00%,"$4,750,000","$4,750,000","$4,750,000","$4,750,000",$0,$0
827. Kody Clark,WSH,19,"Oct 13, 1999",Canada,RW,Right,✓,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Oct 22, 2018",18,,,,3,ELC,RFA,2022,"$839,167",1.10%,"$894,167","$792,500","$700,000","$70,000","$92,500","$132,500"
828. Nate Schmidt,VGK,27,"Jul 16, 1991",United States,D,Left,,,,36,4,14,18,0.5,-1,71,0.06,21:29,-,-,-,-,-,Standard (1-way),✔,"Oct 25, 2018",27,,,M-NTC,6,UFA,UFA,2025,"$5,950,000",7.50%,"$5,950,000","$8,800,000","$6,800,000","$8,800,000","$2,000,000",$0
829. Brandon Hagel,CHI,20,"Aug 27, 1998",Canada,LW,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Oct 30, 2018",19,,,,3,ELC,RFA,2021,"$880,833",1.10%,"$925,000","$925,000","$832,500","$70,000","$92,500",$0
830. Colton Beck,MIN,29,"Jun 10, 1990",Canada,LW,Left,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"Nov 1, 2018",28,,,,2,UFA,UFA,2020,"$675,000",0.80%,"$675,000","$700,000","$700,000","$85,000",$0,$0
831. Yanni Gourde,TBL,27,"Dec 15, 1991",Canada,"RW, LW, C",Left,,,,44,6,13,19,0.43,-1,77,0.08,14:20,-,-,-,-,-,Standard (1-way),✔,"Nov 2, 2018",27,,,NTC,6,UFA,UFA,2025,"$5,166,666",6.50%,"$5,166,666","$6,300,000","$6,300,000","$6,300,000",$0,$0
832. Pekka Rinne,NSH,36,"Nov 3, 1982",Finland,G,Left,,,,27,-,-,-,-,-,-,-,-,15,9,3,3.02,0.895,35+ (1-way),✔,"Nov 3, 2018",36,,,"M-NTC, NMC",2,UFA,UFA,2021,"$5,000,000",6.30%,"$5,000,000","$6,000,000","$6,000,000","$6,000,000",$0,$0
833. Matt Donovan,NSH,29,"May 9, 1990",United States,D,Left,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"Nov 4, 2018",28,,,,2,UFA,UFA,2020,"$675,000",0.80%,"$675,000","$700,000","$700,000","$200,000",$0,$0
834. Nicolas Beaudin,CHI,19,"Oct 7, 1999",Canada,D,Left,✓,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Nov 9, 2018",18,,,,3,ELC,RFA,2022,"$894,167",1.20%,"$1,135,833","$925,000","$832,500","$70,000","$92,500",$0
835. Jakob Chychrun,ARI,21,"Mar 31, 1998",United States,D,Left,,,,47,10,9,19,0.4,0,100,0.1,22:28,-,-,-,-,-,Standard (1-way),✔,"Nov 13, 2018",21,,,,6,RFA,UFA,2025,"$4,600,000",5.80%,"$4,600,000","$2,600,000","$2,200,000","$2,600,000","$400,000",$0
836. William Nylander,TOR,23,"May 1, 1996",Canada,"RW, C",Right,,,,45,19,19,38,0.84,4,119,0.16,17:57,-,-,-,-,-,Standard (1-way),,"Dec 1, 2018",22,,,,6,RFA,UFA,2024,"$6,962,366",8.80%,"$6,962,366","$9,000,000","$700,000","$9,000,000","$8,300,000",$0
837. Bode Wilde,NYI,19,"Jan 24, 2000",Canada,D,Right,✓,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Dec 3, 2018",18,,,,3,ELC,RFA,2022,"$778,333",1.00%,"$910,833","$792,500","$700,000","$70,000","$92,500","$182,500"
838. Calle Rosén,COL,25,"Feb 2, 1994",Sweden,D,Left,,✓,,8,0,2,2,0.25,2,10,0,13:49,-,-,-,-,-,Standard (1-way),✔,"Dec 10, 2018",25,✔,,,2,RFA,UFA,2021,"$750,000",0.90%,"$750,000","$750,000","$750,000","$750,000",$0,$0
839. Nathan Schnarr,NJD,20,"Jun 15, 1999",Canada,C,Right,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Dec 10, 2018",19,,,,3,ELC,RFA,2022,"$786,667",1.00%,"$894,167","$792,500","$700,000","$70,000","$92,500","$132,500"
840. Alexei Toropchenko,STL,20,"Jun 25, 1999",Russia,C,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Dec 13, 2018",19,,,,3,ELC,RFA,2022,"$775,000",1.00%,"$879,167","$787,500","$700,000","$70,000","$87,500","$137,500"
841. Mitch Eliot,VAN,21,"Feb 6, 1998",United States,D,Right,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Dec 14, 2018",20,,,,3,ELC,RFA,2021,"$822,500",1.00%,"$850,000","$842,500","$750,000","$70,000","$92,500","$82,500"
842. Ian Scott,TOR,20,"Jan 11, 1999",Canada,G,Left,,✓,,0,-,-,-,-,-,-,-,-,0,0,0,0,0,Entry-Level,,"Dec 14, 2018",19,,,,3,ELC,RFA,2022,"$805,833",1.00%,"$910,833","$792,500","$700,000","$70,000","$92,500","$182,500"
843. Robert Bortuzzo,STL,30,"Mar 18, 1989",Canada,D,Right,,,,27,1,2,3,0.11,11,21,0.05,13:16,-,-,-,-,-,Standard (1-way),✔,"Dec 15, 2018",30,,,,3,UFA,UFA,2022,"$1,375,000",1.70%,"$1,375,000","$1,375,000","$1,375,000","$1,375,000",$0,$0
844. Gabriel Fortier,TBL,19,"Feb 6, 2000",Canada,LW,Left,✓,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Dec 19, 2018",18,,,,3,ELC,RFA,2022,"$805,833",1.10%,"$894,167","$792,500","$700,000","$70,000","$92,500","$132,500"
845. Jake Guentzel,PIT,24,"Oct 6, 1994",United States,"LW, RW",Left,,,,39,20,23,43,1.1,11,127,0.16,20:37,-,-,-,-,-,Standard (1-way),✔,"Dec 27, 2018",24,✔,,,5,RFA,UFA,2024,"$6,000,000",7.50%,"$6,000,000","$7,000,000","$7,000,000","$7,000,000",$0,$0
846. Paul Cotter,VGK,19,"Nov 16, 1999",United States,C,Left,✓,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Dec 28, 2018",18,,,,3,ELC,RFA,2022,"$770,000",1.00%,"$806,667","$780,000","$700,000","$70,000","$80,000","$70,000"
847. Lukas Radil,SJS,28,"Aug 5, 1990",Czech Republic,LW,Left,,,,14,0,0,0,0,-3,12,0,9:23,-,-,-,-,-,Standard (1-way),✔,"Jan 6, 2019",28,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$700,000",$0,$0
848. Casey DeSmith,PIT,27,"Aug 13, 1991",United States,G,Left,,,,0,-,-,-,-,-,-,-,-,0,0,0,0,0,Standard (1-way),✔,"Jan 11, 2019",27,,,,3,UFA,UFA,2022,"$1,250,000",1.60%,"$1,250,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
849. Trevor Moore,TOR,24,"Mar 31, 1995",United States,"RW, LW",Left,,,✔,22,3,2,5,0.23,-1,36,0.08,13:48,-,-,-,-,-,Standard (1-way),✔,"Jan 13, 2019",24,✔,,,2,RFA,RFA,2021,"$775,000",1.00%,"$775,000","$750,000","$750,000","$750,000",$0,$0
850. Marcus Sörensen,SJS,27,"Apr 7, 1992",Sweden,LW,Left,,,,44,5,5,10,0.23,-11,50,0.1,13:48,-,-,-,-,-,Standard (1-way),✔,"Jan 14, 2019",27,,,,2,UFA,UFA,2021,"$1,500,000",1.90%,"$1,500,000","$1,500,000","$1,350,000","$1,500,000","$150,000",$0
851. Mikko Koskinen,EDM,30,"Jul 18, 1988",Finland,G,Left,,,,27,-,-,-,-,-,-,-,-,14,9,1,2.9,0.91,Standard (1-way),✔,"Jan 21, 2019",30,,,M-NTC,3,UFA,UFA,2022,"$4,500,000",5.70%,"$4,500,000","$5,200,000","$5,200,000","$5,200,000",$0,$0
852. Teuvo Teräväinen,CAR,24,"Sep 11, 1994",Finland,"RW, LW",Left,,,,45,9,34,43,0.96,15,125,0.07,19:17,-,-,-,-,-,Standard (1-way),✔,"Jan 21, 2019",24,✔,,,5,RFA,UFA,2024,"$5,400,000",6.80%,"$5,400,000","$6,250,000","$6,250,000","$6,250,000",$0,$0
853. Joel Persson,EDM,25,"Mar 4, 1994",Sweden,D,Right,,✓,✔,13,0,2,2,0.15,-1,17,0,15:18,-,-,-,-,-,Standard (1-way),✔,"Jan 29, 2019",25,✔,,,1,RFA,RFA,2020,"$1,000,000",1.30%,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
854. Jordan Martinook,CAR,26,"Jul 25, 1992",Canada,"C, LW, RW",Left,,,,30,2,8,10,0.33,-2,30,0.07,11:25,-,-,-,-,-,Standard (1-way),✔,"Jan 29, 2019",26,✔,,,2,RFA,UFA,2021,"$2,000,000",2.50%,"$2,000,000","$1,850,000","$1,850,000","$1,850,000",$0,$0
855. Alex Stalock,MIN,31,"Jul 28, 1987",United States,G,Left,,,,22,-,-,-,-,-,-,-,-,9,7,1,3.01,0.903,Standard (1-way),✔,"Jan 29, 2019",31,,,,3,UFA,UFA,2022,"$785,000",1.00%,"$785,000","$905,000","$905,000","$905,000",$0,$0
856. Pheonix Copley,WSH,27,"Jan 18, 1992",United States,G,Left,,,,0,-,-,-,-,-,-,-,-,0,0,0,0,0,Standard (1-way),✔,"Feb 4, 2019",27,,,,3,UFA,UFA,2022,"$1,100,000",1.40%,"$1,100,000","$1,050,000","$750,000","$1,050,000","$300,000",$0
857. Turner Elson,DET,26,"Sep 13, 1992",Canada,LW,Left,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"Feb 5, 2019",25,,,,2,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$175,000",$0,$0
858. Auston Matthews,TOR,21,"Sep 17, 1997",United States,C,Left,,,,45,31,23,54,1.2,17,169,0.18,20:15,-,-,-,-,-,Standard (1-way),✔,"Feb 5, 2019",21,,,,5,RFA,UFA,2024,"$11,634,000",14.60%,"$11,634,000","$15,900,000","$700,000","$15,900,000","$15,200,000",$0
859. Mackenzie MacEachern,STL,25,"Mar 9, 1994",United States,"LW, RW",Left,,,✔,39,6,2,8,0.21,1,54,0.11,9:06,-,-,-,-,-,Standard (1-way),✔,"Feb 9, 2019",25,,,,1,UFA,RFA,2020,"$750,000",0.90%,"$750,000","$750,000","$750,000","$750,000",$0,$0
860. Collin Delia,CHI,25,"Jun 20, 1994",United States,G,Left,,✓,,0,-,-,-,-,-,-,-,-,0,0,0,0,0,Standard (1-way),✔,"Feb 11, 2019",25,✔,,,3,RFA,UFA,2022,"$1,000,000",1.30%,"$1,000,000","$1,150,000","$750,000","$1,150,000","$400,000",$0
861. Jordan Oesterle,ARI,27,"Jun 25, 1992",United States,D,Left,,,,38,1,7,8,0.21,-5,46,0.02,16:08,-,-,-,-,-,Standard (1-way),✔,"Feb 20, 2019",27,,,,2,UFA,UFA,2021,"$1,400,000",1.80%,"$1,400,000","$1,200,000","$1,000,000","$1,200,000","$200,000",$0
862. Joel Hanley,DAL,28,"Jun 8, 1991",Canada,D,Left,,,,8,0,2,2,0.25,0,4,0,11:21,-,-,-,-,-,Standard (2-way),✔,"Feb 20, 2019",28,,,,2,UFA,UFA,2021,"$700,000",0.90%,"$700,000","$700,000","$700,000","$275,000",$0,$0
863. Nick Jensen,WSH,28,"Sep 21, 1990",United States,D,Right,,,,46,0,2,2,0.04,-6,43,0,17:51,-,-,-,-,-,Standard (1-way),✔,"Feb 22, 2019",28,,,,4,UFA,UFA,2023,"$2,500,000",3.10%,"$2,500,000","$3,000,000","$2,500,000","$3,000,000","$500,000",$0
864. Frank Vatrano,FLA,25,"Mar 14, 1994",United States,"RW, LW",Left,,,,44,9,9,18,0.41,-6,99,0.09,14:59,-,-,-,-,-,Standard (1-way),✔,"Feb 23, 2019",25,✔,,,3,RFA,UFA,2022,"$2,533,333",3.20%,"$2,533,333","$2,500,000","$2,500,000","$2,500,000",$0,$0
865. Evan Cormier,NJD,21,"Nov 6, 1997",Canada,G,Left,,✓,,0,-,-,-,-,-,-,-,-,0,0,0,0,0,Entry-Level,,"Feb 24, 2019",20,,,,3,ELC,RFA,2021,"$718,333",0.90%,"$718,333","$735,000","$700,000","$55,000","$35,000",$0
866. Cristoval Nieves,NYR,25,"Jan 23, 1994",United States,"C, LW",Left,,,✔,4,0,0,0,0,2,2,0,7:31,-,-,-,-,-,Standard (1-way),✔,"Feb 25, 2019",25,,,,1,UFA,RFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$700,000",$0,$0
